epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.300,2.378,0.990,0.991,3358.367,478.624
1,1.101,2.704,0.998,0.991,3378.093,474.373
2,1.035,2.894,0.999,0.991,3246.724,313.362
3,1.015,3.177,0.999,0.986,3010.480,313.962
