Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.0003718564749610996,0.856262889855912,0.7852038040212893,0.800239899971882,0.9498777701439596,0.8686616960049355,0.8563099467140319
0.6,0.0003718564749610996,0.8496813006370518,0.7877696749941691,0.822643190274066,0.8918287965374421,0.8558400393887586,0.849702486678508
0.7,0.0003718564749610996,0.8316438059179945,0.7799618594354848,0.8438306203789917,0.8141076510386431,0.828702703923739,0.8316349911190053
0.8,0.0003718564749610996,0.7883728897526142,0.7488839442017875,0.8626249640090262,0.686122251159719,0.7643160567658647,0.7883214920071048
0.9,0.0003718564749610996,0.7073759499352696,0.6830617147585141,0.881984247128485,0.47889604337428965,0.6207434543889766,0.7072611012433393
0.91,0.0003718564749610996,0.6949417362445183,0.6725460858518162,0.8842714084773161,0.44866079750320886,0.5952859621166885,0.6948179396092362
0.92,0.0003718564749610996,0.680431413146306,0.6600811859951063,0.8862660454935818,0.41405119629031945,0.5644153666141927,0.680297513321492
0.93,0.0003718564749610996,0.6639470080902294,0.6457322323302158,0.8878116576112058,0.37537614307550554,0.5276544241962955,0.6638019538188277
0.94,0.0003718564749610996,0.644574317664543,0.6286531934795747,0.8885840783961985,0.3306490698281326,0.4819578591899183,0.6444165186500889
0.95,0.0003718564749610996,0.621145353546909,0.6078019867680331,0.8882284011012764,0.27720879202816345,0.4225448159127779,0.6209724689165187
0.96,0.0003718564749610996,0.593379706585462,0.5829599168643639,0.8861687758757377,0.21431678215035782,0.34515826055630294,0.5931891651865009
0.97,0.0003718564749610996,0.5606524331609487,0.5535085780863332,0.8785143009061303,0.14079423664481264,0.24269344525420122,0.5604413854351687
0.98,0.0003718564749610996,0.5237750938960072,0.5204442332395565,0.8497571674761084,0.05777557639765447,0.10819490642157914,0.5235408525754884
0.99,0.0003718564749610996,0.4999328654840797,0.5002185649594075,0.48832807570977915,0.002748174541038874,0.005465590260798336,0.4996829484902309
