Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
1383.125950,0.1769159505891251,0.3057490339586678,0.39377908946447343,0.4471711978485616,0.48686301571029555,0.5255269535260468,0.5642217501543189,0.6024696550389912,0.6409207423017346,0.6791562043748791,0.33902231610827605
