Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
3462.412015,0.09586562467775375,0.1758336818984442,0.24917076049774547,0.3193139458047618,0.38588668930115566,0.44312364000187815,0.4912234875799388,0.5356541347458238,0.5786648503325204,0.6211080164488774,0.24447330182524546
